"GEOID","NAME","poverty_rateE","poverty_rateM","unemployment_rateE","unemployment_rateM","no_health_insuranceE","no_health_insuranceM","education_less_than_hsE","education_less_than_hsM","median_ageE","median_ageM","black_populationE","black_populationM","white_populationE","white_populationM","american_indian_alaska_native_aloneE","american_indian_alaska_native_aloneM","asian_aloneE","asian_aloneM","native_hawaiian_other_pacific_islander_aloneE","native_hawaiian_other_pacific_islander_aloneM","male_65_69E","male_65_69M","male_70_74E","male_70_74M","male_75_79E","male_75_79M","male_80_84E","male_80_84M","male_85plusE","male_85plusM","female_65_69E","female_65_69M","female_70_74E","female_70_74M","female_75_79E","female_75_79M","female_80_84E","female_80_84M","female_85plusE","female_85plusM","summary_est","summary_moe","year","total_65plus","poverty_rate_pct","unemployment_rate_pct","no_health_insurance_pct","education_less_than_hs_pct","black_population_pct","white_population_pct","american_indian_pct","asian_pct","pacific_islander_pct","pct_65plus","black_65plus_pct","white_65plus_pct","asian_65plus_pct"
"11001001302","Census Tract 13.02, District of Columbia, District of Columbia",805,323,132,97,105,89,33,52,35.3,3,741,444,5392,618,0,17,727,269,0,17,36,44,46,56,67,66,45,52,80,78,115,91,164,92,104,82,189,128,165,100,7366,621,2016,1011,10.9285908226989,1.7920173771382,1.42546836817812,0.448004344284551,10.0597339125713,73.2011946782514,0,9.86967146348086,0,13.7252240021721,73.2937685459941,533.333333333333,71.9090009891197
"11001003700","Census Tract 37, District of Columbia, District of Columbia",876,312,332,206,114,77,33,37,31,1.6,2239,560,2682,495,14,23,293,174,0,17,105,85,66,64,45,44,0,17,28,32,199,94,41,55,83,77,98,97,34,34,5859,577,2016,699,14.9513568868408,5.66649598907663,1.94572452636969,0.563236047107015,38.2147124082608,45.7757296466974,0.2389486260454,5.00085338795016,0,11.9303635432668,320.314735336195,383.690987124464,41.9170243204578
"11001007304","Census Tract 73.04, District of Columbia, District of Columbia",1203,370,272,121,31,45,27,30,35.8,4.8,3219,484,149,71,0,12,0,12,0,12,82,51,28,33,36,39,0,12,32,23,143,77,70,62,60,46,6,13,30,28,3427,463,2016,487,35.1035891450248,7.93697111175956,0.904581266413773,0.787861103005544,93.9305515027721,4.34782608695652,0,0,0,14.2106798949519,660.985626283368,30.5954825462012,0
"11001001100","Census Tract 11, District of Columbia, District of Columbia",239,152,46,40,2,4,0,17,43.6,4.6,469,203,4025,334,70,89,296,75,0,17,219,82,71,46,123,63,69,51,75,50,108,60,106,100,122,65,96,53,123,59,5016,281,2016,1112,4.76475279106858,0.917065390749601,0.0398724082934609,0,9.35007974481659,80.2432216905901,1.39553429027113,5.90111642743222,0,22.1690590111643,42.1762589928058,361.960431654676,26.6187050359712
"11001002802","Census Tract 28.02, District of Columbia, District of Columbia",1058,397,232,122,178,143,89,75,30.3,1.1,1128,179,1884,438,3,6,321,130,0,12,25,37,0,12,78,68,3,6,26,32,98,69,7,13,45,38,8,14,49,44,4514,417,2016,339,23.4381922906513,5.1395657953035,3.94328754984493,1.97164377492246,24.9889233495791,41.7368187859991,0.0664599025254763,7.11120957022596,0,7.50996898537882,332.743362831858,555.75221238938,94.6902654867257
"11001004100","Census Tract 41, District of Columbia, District of Columbia",173,80,54,46,2,6,0,12,45,3.9,104,99,2274,276,0,12,184,79,0,12,52,38,77,43,53,36,55,32,99,38,149,63,13,13,70,46,53,29,63,29,2749,256,2016,684,6.29319752637323,1.96435067297199,0.0727537286285922,0,3.7831938886868,82.7209894507094,0,6.69334303383048,0,24.8817751909785,15.2046783625731,332.456140350877,26.9005847953216
"11001009602","Census Tract 96.02, District of Columbia, District of Columbia",1590,431,332,116,68,77,10,16,26.3,2.1,3510,363,27,27,0,12,0,12,0,12,70,58,6,10,37,47,7,13,0,12,83,59,43,29,75,48,23,24,32,27,3673,380,2016,376,43.2888646882657,9.03893275251838,1.85134767220256,0.272257010618023,95.5622107269262,0.735093928668663,0,0,0,10.2368635992377,933.510638297872,7.18085106382979,0
"11001000201","Census Tract 2.01, District of Columbia, District of Columbia",55,52,107,87,60,83,0,12,19.7,0.2,309,110,2607,359,0,12,574,181,0,12,19,23,0,12,0,12,12,22,0,12,4,5,0,12,0,12,0,12,0,12,3733,361,2016,35,1.4733458344495,2.86632735065631,1.607286364854,0,8.27752477899812,69.8365925529065,0,15.3763728904366,0,0.937583712831503,882.857142857143,7448.57142857143,1640
"11001003800","Census Tract 38, District of Columbia, District of Columbia",472,155,219,173,98,82,130,121,34.9,1.5,700,210,3729,357,0,17,273,146,54,80,101,74,36,41,73,61,57,50,43,42,136,107,40,35,116,80,112,77,71,60,5038,347,2016,785,9.36879714172291,4.34696308058753,1.9452163556967,2.58038904327114,13.8944025406908,74.0174672489083,0,5.41881699086939,1.07185391028186,15.5815799920603,89.171974522293,475.031847133758,34.7770700636943
"11001006900","Census Tract 69, District of Columbia, District of Columbia",89,54,5,9,45,54,0,12,40,2.6,495,102,1608,178,0,12,41,30,0,12,43,28,0,12,41,50,35,27,29,20,101,58,26,38,66,50,6,10,52,44,2220,194,2016,399,4.00900900900901,0.225225225225225,2.02702702702703,0,22.2972972972973,72.4324324324324,0,1.84684684684685,0,17.972972972973,124.06015037594,403.007518796992,10.2756892230576
"11001008701","Census Tract 87.01, District of Columbia, District of Columbia",282,146,63,41,17,18,9,14,35,3.9,1504,427,1005,183,0,12,95,112,0,12,132,88,71,67,33,27,0,12,3,5,86,53,9,14,11,12,36,30,0,12,2642,448,2016,381,10.6737320211961,2.38455715367146,0.643451930355791,0.340651021953066,56.9265707797123,38.0393641180924,0,3.59576078728236,0,14.4208932626798,394.750656167979,263.779527559055,24.9343832020997
"11001007803","Census Tract 78.03, District of Columbia, District of Columbia",828,348,326,127,144,111,19,22,38.5,10.3,3251,461,58,41,37,48,0,12,0,12,174,84,22,26,140,75,45,32,25,22,152,68,14,15,51,45,17,20,97,87,3707,460,2016,737,22.3361208524413,8.79417318586458,3.88454275694632,0.512543835985973,87.6989479363367,1.5646074993256,0.998111680604262,0,0,19.8813056379822,441.112618724559,7.86974219810041,0
"11001009505","Census Tract 95.05, District of Columbia, District of Columbia",263,110,193,131,96,49,68,32,42.3,9.3,1982,339,234,160,13,23,59,61,0,12,154,74,0,12,23,33,25,27,21,37,36,44,60,47,56,45,9,13,65,46,2579,350,2016,449,10.1977510663048,7.4835207444746,3.72237301279566,2.63668088406359,76.851492826677,9.07328421868941,0.504071345482745,2.287708414114,0,17.4098487785964,441.425389755011,52.1158129175947,13.1403118040089
"11001000701","Census Tract 7.01, District of Columbia, District of Columbia",638,290,114,82,43,39,0,17,48.3,7,349,240,4298,509,27,40,247,174,0,17,138,76,42,47,134,76,80,67,165,112,255,102,103,69,92,56,88,66,218,96,5325,489,2016,1315,11.981220657277,2.14084507042254,0.807511737089202,0,6.55399061032864,80.7136150234742,0.507042253521127,4.63849765258216,0,24.6948356807512,26.5399239543726,326.844106463878,18.7832699619772
"11001003900","Census Tract 39, District of Columbia, District of Columbia",435,220,196,114,120,84,39,44,34.3,1.5,557,143,3516,384,21,34,235,118,0,12,14,22,93,66,30,32,30,34,82,52,55,64,37,41,49,45,28,32,27,34,4479,401,2016,445,9.71198928332217,4.37597678053137,2.67916945746819,0.87073007367716,12.4358115650815,78.4996651038178,0.468854655056932,5.24670685420853,0,9.93525340477785,125.168539325843,790.112359550562,52.8089887640449
"11001007809","Census Tract 78.09, District of Columbia, District of Columbia",823,369,241,137,78,60,47,43,34.2,3.5,2959,407,14,21,7,12,22,27,0,12,69,49,20,22,62,44,63,61,44,33,120,62,19,29,19,21,53,36,58,48,3074,417,2016,527,26.7729342875732,7.83994795055303,2.53741054001301,1.52895250487964,96.2589459986988,0.455432661027977,0.227716330513988,0.715679895901106,0,17.1437865972674,561.480075901328,2.65654648956357,4.17457305502846
"11001004701","Census Tract 47.01, District of Columbia, District of Columbia",1188,614,218,121,58,65,31,36,30,2.7,3297,546,918,226,0,12,453,138,0,12,38,44,13,20,17,27,92,66,0,12,175,106,64,62,59,54,0,12,32,38,4854,553,2016,490,24.4746600741656,4.49114132674083,1.19489081170169,0.638648537288834,67.9233621755253,18.9122373300371,0,9.33250927070457,0,10.0947672023074,672.857142857143,187.34693877551,92.4489795918367
"11001004702","Census Tract 47.02, District of Columbia, District of Columbia",366,148,94,60,101,50,29,36,32.1,1.2,1075,270,1491,145,0,12,144,45,0,12,49,29,24,20,32,25,17,17,19,25,74,40,21,26,41,49,13,21,19,22,2875,279,2016,309,12.7304347826087,3.2695652173913,3.51304347826087,1.00869565217391,37.3913043478261,51.8608695652174,0,5.00869565217391,0,10.7478260869565,347.89644012945,482.52427184466,46.6019417475728
"11001005001","Census Tract 50.01, District of Columbia, District of Columbia",191,170,27,21,68,80,6,9,34.6,4.1,279,200,1491,168,0,12,116,47,0,12,85,129,10,10,18,23,4,7,5,7,27,19,19,18,10,11,13,15,20,15,2076,252,2016,211,9.20038535645472,1.30057803468208,3.27552986512524,0.289017341040462,13.4393063583815,71.8208092485549,0,5.58766859344894,0,10.1637764932563,132.227488151659,706.635071090047,54.9763033175355
"11001005002","Census Tract 50.02, District of Columbia, District of Columbia",709,177,138,87,106,96,95,65,34.3,2.6,1135,258,3042,351,33,41,437,145,27,44,301,136,52,53,52,48,100,86,0,17,90,54,34,35,102,84,40,39,104,72,5971,573,2016,875,11.8740579467426,2.31117065818121,1.77524702729861,1.59102327918272,19.0085412828672,50.9462401607771,0.55267124434768,7.3187070842405,0.452185563557193,14.6541617819461,129.714285714286,347.657142857143,49.9428571428571
"11001010500","Census Tract 105, District of Columbia, District of Columbia",611,216,217,93,95,68,44,46,35.7,1.1,1386,324,1588,241,22,28,314,216,22,34,119,81,0,12,39,40,27,29,34,40,65,54,89,61,58,54,29,32,17,27,3520,332,2016,477,17.3579545454545,6.16477272727273,2.69886363636364,1.25,39.375,45.1136363636364,0.625,8.92045454545454,0.625,13.5511363636364,290.566037735849,332.914046121593,65.8280922431866
"11001009810","Census Tract 98.10, District of Columbia, District of Columbia",1091,387,429,227,88,95,14,32,28.2,3.3,2589,348,0,12,0,12,0,12,0,12,65,47,24,28,36,37,13,21,5,11,89,53,55,45,41,26,18,26,30,33,2658,347,2016,376,41.04589917231,16.1399548532731,3.31075996990218,0.526711813393529,97.4040632054176,0,0,0,0,14.1459744168548,688.563829787234,0,0
"11001009811","Census Tract 98.11, District of Columbia, District of Columbia",1800,451,689,187,136,97,41,40,28.9,4.9,4955,471,0,17,0,17,0,17,0,17,59,47,25,41,19,28,60,62,52,42,234,84,62,54,116,65,25,23,13,15,5091,452,2016,665,35.3565114908662,13.5336868984482,2.67138086819878,0.805342761736398,97.3286191318012,0,0,0,0,13.0622667452367,745.112781954887,0,0
"11001010100","Census Tract 101, District of Columbia, District of Columbia",381,168,105,57,105,65,18,29,36,3.4,390,172,1780,245,0,12,346,157,0,12,72,40,27,24,33,29,0,12,20,21,56,60,16,19,0,12,41,40,24,27,2647,217,2016,289,14.3936531922932,3.96675481677371,3.96675481677371,0.680015111446921,14.7336607480166,67.24593879864,0,13.0714015867019,0,10.9180204004533,134.948096885813,615.916955017301,119.723183391003
"11001010200","Census Tract 102, District of Columbia, District of Columbia",152,107,103,63,33,40,0,12,38.4,4.7,1020,260,1173,175,61,55,112,78,0,12,34,31,28,23,35,25,8,10,65,42,132,64,49,43,23,28,80,42,38,26,2552,269,2016,492,5.95611285266458,4.03605015673981,1.29310344827586,0,39.9686520376176,45.9639498432602,2.39028213166144,4.38871473354232,0,19.2789968652038,207.317073170732,238.414634146341,22.7642276422764
"11001010300","Census Tract 103, District of Columbia, District of Columbia",625,287,235,116,41,43,114,131,40.7,4.9,1890,274,646,164,6,10,77,45,0,12,122,70,14,15,92,84,38,32,81,61,113,45,44,41,94,59,37,36,31,23,3265,407,2016,666,19.1424196018377,7.19754977029096,1.25574272588055,3.49157733537519,57.8866768759571,19.7856049004594,0.183767228177642,2.3583460949464,0,20.3981623277182,283.783783783784,96.996996996997,11.5615615615616
"11001010400","Census Tract 104, District of Columbia, District of Columbia",1257,488,483,240,69,53,0,12,35.6,4,4357,571,290,126,0,12,0,12,0,12,340,136,60,53,55,46,51,57,23,24,133,75,44,60,26,34,23,36,9,15,4726,553,2016,764,26.5975454930173,10.2200592467203,1.46000846381718,0,92.1921286500212,6.13626745662294,0,0,0,16.1658908167584,570.287958115183,37.9581151832461,0
"11001002600","Census Tract 26, District of Columbia, District of Columbia",89,55,93,43,26,21,1,2,45.5,1.3,1017,113,1260,130,18,20,109,66,22,35,121,47,49,27,33,23,49,21,20,15,111,41,76,43,38,22,61,24,28,15,2627,168,2016,586,3.38789493719071,3.54015987818805,0.98972211648268,0.0380662352493338,38.7133612485725,47.9634564141606,0.685192234488009,4.14921964217739,0.837457175485344,22.3068138561096,173.549488054608,215.017064846416,18.6006825938567
"11001004002","Census Tract 40.02, District of Columbia, District of Columbia",133,54,66,34,22,25,0,12,34.8,1.8,208,140,2707,248,0,12,160,68,0,12,75,42,34,21,30,25,0,12,33,26,58,31,11,12,31,28,22,20,13,14,3137,235,2016,307,4.23971947720752,2.10392094357667,0.701306981192222,0,6.63053873127192,86.2926362766975,0,5.1004144086707,0,9.78642014663691,67.7524429967427,881.758957654723,52.1172638436482
"11001005600","Census Tract 56, District of Columbia, District of Columbia",1251,341,138,105,143,85,62,77,27.8,2.3,486,207,4969,567,16,24,699,203,0,17,163,101,46,40,79,83,71,64,41,35,111,83,93,62,41,34,34,34,116,65,6684,530,2016,795,18.7163375224417,2.06463195691203,2.13943746259725,0.927588270496709,7.27109515260323,74.3417115499701,0.239377618192699,10.4578096947935,0,11.8940754039497,61.1320754716981,625.03144654088,87.9245283018868
"11001004600","Census Tract 46, District of Columbia, District of Columbia",432,202,157,90,87,72,37,36,32,2.7,1536,347,1106,239,0,12,110,69,0,12,43,45,53,42,40,36,12,21,0,12,123,72,6,13,106,58,24,21,20,21,2833,328,2016,427,15.2488528062125,5.54182845040593,3.07094952347335,1.30603600423579,54.2181433109778,39.0398870455348,0,3.88280974232263,0,15.0723614542887,359.718969555035,259.016393442623,25.7611241217799
"11001005201","Census Tract 52.01, District of Columbia, District of Columbia",525,200,135,111,323,260,65,100,31.6,1.2,266,142,4830,499,30,43,455,221,0,17,115,82,89,71,49,60,17,26,19,32,65,59,67,66,25,42,21,44,0,17,6205,572,2016,467,8.46091861402095,2.17566478646253,5.2054794520548,1.04754230459307,4.28686543110395,77.8404512489927,0.48348106365834,7.33279613215149,0,7.52618855761483,56.9593147751606,1034.26124197002,97.4304068522484
"11001005900","Census Tract 59, District of Columbia, District of Columbia",422,112,102,61,93,70,16,25,28.1,1.2,530,136,1610,245,0,12,347,139,0,12,69,43,5,10,73,49,19,21,11,15,22,23,8,12,14,15,17,17,30,29,2760,292,2016,268,15.2898550724638,3.69565217391304,3.3695652173913,0.579710144927536,19.2028985507246,58.3333333333333,0,12.5724637681159,0,9.71014492753623,197.761194029851,600.746268656716,129.477611940298
"11001007703","Census Tract 77.03, District of Columbia, District of Columbia",2317,812,609,243,99,92,47,55,29.6,6.9,5199,811,0,17,0,17,26,47,0,17,127,88,34,55,30,40,0,17,0,17,147,87,145,100,126,84,50,68,88,90,5521,854,2016,747,41.9670349574352,11.0306103966673,1.79315341423655,0.851295055243615,94.1677232385437,0,0,0.470929179496468,0,13.5301575801485,695.983935742972,0,3.4805890227577
"11001007707","Census Tract 77.07, District of Columbia, District of Columbia",1528,622,283,118,56,42,18,21,31.4,5,4483,503,0,12,0,12,0,12,0,12,132,77,6,9,24,20,37,24,57,50,116,66,76,50,82,53,14,15,31,22,4507,502,2016,575,33.9028178389172,6.27912136676281,1.24251164854671,0.399378744175727,99.4674950077657,0,0,0,0,12.7579321056135,779.652173913043,0,0
"11001008100","Census Tract 81, District of Columbia, District of Columbia",73,54,31,26,85,83,0,12,35.4,2.2,381,94,2651,215,0,12,69,42,0,12,85,40,16,18,45,43,21,24,33,25,74,48,17,18,15,17,33,23,37,30,3237,225,2016,376,2.25517454433117,0.957676861291319,2.62588816805684,0,11.7701575532901,81.8968180413964,0,2.13160333642261,0,11.6156935434044,101.329787234043,705.053191489362,18.3510638297872
"11001008200","Census Tract 82, District of Columbia, District of Columbia",200,172,65,43,73,58,2,6,31.2,3.2,171,87,2580,333,0,12,118,63,0,12,33,30,18,19,64,35,31,27,40,29,42,28,52,38,86,47,18,20,37,27,3006,337,2016,421,6.65335994677312,2.16234198270126,2.42847638057219,0.0665335994677312,5.68862275449102,85.8283433133733,0,3.92548236859614,0,14.0053226879574,40.6175771971496,612.826603325416,28.0285035629454
"11001008410","Census Tract 84.10, District of Columbia, District of Columbia",107,55,38,31,37,31,7,10,32.4,1.5,586,158,776,137,0,12,47,33,0,12,29,20,0,12,15,17,14,14,23,20,22,17,11,12,6,10,0,12,11,17,1454,188,2016,131,7.35900962861073,2.61348005502063,2.54470426409904,0.481430536451169,40.302613480055,53.3700137551582,0,3.23246217331499,0,9.00962861072902,447.328244274809,592.36641221374,35.8778625954198
"11001008804","Census Tract 88.04, District of Columbia, District of Columbia",662,241,262,109,101,85,0,12,36,3.6,1857,350,268,147,0,12,155,144,0,12,97,59,5,10,76,54,13,15,21,24,45,31,0,12,42,33,39,33,19,18,2500,394,2016,357,26.48,10.48,4.04,0,74.28,10.72,0,6.2,0,14.28,520.168067226891,75.0700280112045,43.4173669467787
"11001009201","Census Tract 92.01, District of Columbia, District of Columbia",513,216,166,89,112,92,11,18,30.8,4.6,1280,309,1087,331,0,12,69,42,0,12,100,58,32,28,46,35,6,8,0,12,91,54,33,34,5,8,8,12,11,12,2844,458,2016,332,18.0379746835443,5.83684950773558,3.93811533052039,0.386779184247539,45.0070323488045,38.2208157524613,0,2.42616033755274,0,11.6736990154712,385.542168674699,327.409638554217,20.7831325301205
"11001009302","Census Tract 93.02, District of Columbia, District of Columbia",96,54,65,33,32,31,26,28,40.4,4.8,620,131,354,73,0,12,4,7,0,12,63,41,9,10,29,24,0,12,5,7,31,24,13,18,51,29,4,7,6,8,1043,109,2016,211,9.20421860019175,6.2320230105465,3.06807286673058,2.4928092042186,59.4439117929051,33.9405560882071,0,0.383509108341323,0,20.2301054650048,293.838862559242,167.772511848341,1.8957345971564
"11001009507","Census Tract 95.07, District of Columbia, District of Columbia",259,167,169,68,105,76,21,22,34.9,5.6,1530,228,158,163,0,12,0,12,0,12,42,25,8,13,15,14,15,22,0,12,88,37,35,30,41,22,3,6,20,15,1777,206,2016,267,14.5751266178953,9.51041080472707,5.90883511536297,1.18176702307259,86.1001688238604,8.89138998311761,0,0,0,15.0253235790658,573.033707865169,59.1760299625468,0
"11001009901","Census Tract 99.01, District of Columbia, District of Columbia",250,153,159,100,98,105,44,52,46.6,3.7,2535,321,137,116,0,12,0,12,0,12,95,47,33,38,42,35,18,19,49,36,112,61,93,59,75,42,32,28,54,30,2718,284,2016,603,9.19793966151582,5.84988962472406,3.6055923473142,1.61883738042678,93.2671081677704,5.04047093451067,0,0,0,22.1854304635762,420.398009950249,22.7197346600332,0
"11001009903","Census Tract 99.03, District of Columbia, District of Columbia",370,191,65,46,34,36,30,35,39.3,5.6,1723,238,59,44,41,72,0,12,0,12,40,34,12,18,32,26,0,12,0,12,102,51,30,28,0,12,52,33,13,16,1854,260,2016,281,19.9568500539374,3.5059331175836,1.83387270765912,1.61812297734628,92.9341963322546,3.18230852211435,2.21143473570658,0,0,15.1564185544768,613.167259786477,20.9964412811388,0
"11001009905","Census Tract 99.05, District of Columbia, District of Columbia",726,278,422,151,120,109,51,40,34.4,6.3,2809,381,88,155,0,12,0,12,0,12,73,51,14,21,60,43,12,19,29,33,129,69,58,49,63,52,25,23,1,2,2897,409,2016,464,25.0604073179151,14.5667932343804,4.1422160856058,1.76044183638246,96.9623748705557,3.03762512944425,0,0,0,16.0165688643424,605.387931034483,18.9655172413793,0
"11001000202","Census Tract 2.02, District of Columbia, District of Columbia",741,335,114,57,81,42,13,21,25.5,3.2,341,300,3659,449,10,21,266,96,0,12,105,70,21,22,62,36,61,43,55,29,104,55,43,36,105,59,55,37,51,36,4417,556,2016,662,16.7760923703871,2.58093728775187,1.83382386235001,0.294317410006792,7.72017206248585,82.8390310165271,0.226398007697532,6.02218700475436,0,14.9875481095766,51.5105740181269,552.719033232628,40.1812688821752
"11001000400","Census Tract 4, District of Columbia, District of Columbia",166,83,4,8,38,51,8,13,44.7,6.2,79,47,1269,150,0,12,149,88,0,12,66,31,27,18,12,14,12,12,31,19,83,40,30,20,28,17,7,9,45,24,1607,159,2016,341,10.3298070939639,0.248911014312383,2.36465463596764,0.497822028624767,4.91599253266957,78.9670192906036,0,9.27193528313628,0,21.2196639701307,23.1671554252199,372.140762463343,43.6950146627566
"11001000901","Census Tract 9.01, District of Columbia, District of Columbia",466,217,305,161,88,78,0,17,20.6,0.4,637,278,6062,395,9,14,547,160,0,17,141,61,72,46,83,40,32,21,60,31,138,67,57,37,74,40,119,64,182,59,7698,414,2016,958,6.05352039490777,3.96206806962847,1.14315406599117,0,8.27487659132242,78.7477266822551,0.116913484021824,7.10574175110418,0,12.4447908547675,66.4926931106472,632.776617954071,57.098121085595
"11001000902","Census Tract 9.02, District of Columbia, District of Columbia",57,28,34,20,3,5,1,2,42.8,1,82,56,2156,188,0,12,86,46,0,12,55,28,42,31,38,22,34,21,36,19,105,37,28,19,70,40,45,23,45,25,2467,182,2016,498,2.3104985812728,1.37819213619781,0.121605188488042,0.0405350628293474,3.32387515200649,87.393595460073,0,3.48601540332387,0,20.186461289015,16.4658634538153,432.93172690763,17.2690763052209
"11001001002","Census Tract 10.02, District of Columbia, District of Columbia",1000,327,90,75,15,23,17,29,29.7,1.7,197,100,3084,462,0,12,328,200,0,12,130,99,0,12,0,12,15,23,0,12,97,87,30,43,33,38,13,20,29,33,3761,426,2016,347,26.5886732252061,2.39298059026855,0.398830098378091,0.452007444828503,5.23796862536559,81.9994682265355,0,8.72108481786759,0,9.2262696091465,56.7723342939481,888.760806916427,94.5244956772334
"11001001200","Census Tract 12, District of Columbia, District of Columbia",180,98,86,93,21,35,0,12,37.3,2.4,308,208,4061,464,0,12,236,84,0,12,149,80,45,49,140,67,13,21,55,44,106,61,22,32,94,67,27,29,29,29,4950,457,2016,680,3.63636363636364,1.73737373737374,0.424242424242424,0,6.22222222222222,82.040404040404,0,4.76767676767677,0,13.7373737373737,45.2941176470588,597.205882352941,34.7058823529412
"11001002001","Census Tract 20.01, District of Columbia, District of Columbia",294,103,107,56,114,75,51,29,42.8,3.3,1361,271,769,188,77,101,21,25,0,12,103,43,22,23,68,45,11,15,26,19,92,41,60,28,86,61,52,41,45,24,2959,346,2016,565,9.93578911794525,3.61608651571477,3.85265292328489,1.72355525515377,45.9952686718486,25.9885096316323,2.60223048327138,0.709699222710375,0,19.0942886110172,240.884955752212,136.106194690265,3.71681415929204
"11001002201","Census Tract 22.01, District of Columbia, District of Columbia",307,162,241,102,158,150,92,96,34.2,3.5,2466,359,620,210,7,13,81,67,0,12,148,80,49,39,68,64,21,21,31,34,107,70,48,38,87,49,9,13,5,10,3641,391,2016,573,8.43174951936281,6.61906069761055,4.33946717934633,2.52677835759407,67.7286459763801,17.0282889316122,0.192254875034331,2.22466355396869,0,15.7374347706674,430.366492146597,108.202443280977,14.1361256544503
"11001002502","Census Tract 25.02, District of Columbia, District of Columbia",732,344,203,121,376,184,244,153,34.8,1.8,2892,902,1538,405,8,18,226,118,0,17,142,97,93,73,37,46,37,31,65,63,160,112,276,151,106,70,33,31,102,129,6042,642,2016,1051,12.1151936444886,3.35981463091692,6.22310493214168,4.03839788149619,47.8649453823237,25.4551473022178,0.132406487917908,3.7404832836809,0,17.3949023502152,275.166508087536,146.336822074215,21.5033301617507
"11001002900","Census Tract 29, District of Columbia, District of Columbia",316,134,172,94,87,71,59,51,31.1,1.2,1253,316,2049,260,0,12,127,70,0,12,69,39,36,34,43,40,17,20,26,24,82,52,20,22,36,27,22,24,38,22,4352,459,2016,389,7.26102941176471,3.95220588235294,1.99908088235294,1.35569852941176,28.7913602941176,47.0818014705882,0,2.91819852941176,0,8.93841911764706,322.107969151671,526.735218508997,32.6478149100257
"11001003100","Census Tract 31, District of Columbia, District of Columbia",392,211,105,83,106,61,38,45,32.9,2.1,941,131,1295,292,11,17,279,201,0,12,78,68,16,17,34,29,0,12,78,40,74,43,86,68,27,26,29,31,9,14,3176,360,2016,431,12.3425692695214,3.30604534005038,3.3375314861461,1.19647355163728,29.6284634760705,40.7745591939547,0.346347607052897,8.78463476070529,0,13.5705289672544,218.329466357309,300.46403712297,64.7331786542923
"11001003200","Census Tract 32, District of Columbia, District of Columbia",730,352,235,114,210,141,159,113,33,2.3,2500,443,1734,382,0,17,223,116,0,17,94,45,13,20,5,13,15,25,140,98,71,49,0,17,82,87,62,62,39,31,5078,578,2016,521,14.3757384797164,4.62780622292241,4.13548641197322,3.13115399763686,49.2319810949193,34.147302087436,0,4.3914927136668,0,10.2599448601812,479.846449136276,332.821497120921,42.8023032629559
"11001003302","Census Tract 33.02, District of Columbia, District of Columbia",267,133,125,63,73,46,14,32,31.8,2.7,919,230,1073,141,2,4,100,37,0,12,25,25,18,12,23,19,22,18,5,7,33,20,24,19,35,38,18,16,5,7,2213,244,2016,208,12.0650700406688,5.64844103027564,3.29868956168098,0.632625395390872,41.5273384545865,48.4862178038861,0.0903750564844103,4.51875282422052,0,9.39900587437867,441.826923076923,515.865384615385,48.0769230769231
"11001004300","Census Tract 43, District of Columbia, District of Columbia",400,178,93,86,43,40,25,33,34.2,2.1,1043,201,2343,325,0,12,94,58,0,12,67,44,53,47,27,30,22,32,64,81,63,56,87,67,49,50,28,34,15,26,3918,389,2016,475,10.2092904543134,2.37366003062787,1.09749872383869,0.638080653394589,26.6207248596223,59.8009188361409,0,2.39918325676366,0,12.1235324144972,219.578947368421,493.263157894737,19.7894736842105
"11001001902","Census Tract 19.02, District of Columbia, District of Columbia",226,187,116,79,92,73,38,27,41.1,3.1,1675,252,402,169,3,7,22,16,0,12,92,46,15,19,53,46,9,10,24,17,108,37,16,14,37,26,14,12,38,25,2343,220,2016,406,9.64575330772514,4.95091762697396,3.9265898420828,1.62185232607768,71.4895433205292,17.157490396927,0.128040973111396,0.938967136150235,0,17.3282116944089,412.56157635468,99.0147783251232,5.41871921182266
"11001002701","Census Tract 27.01, District of Columbia, District of Columbia",991,590,181,111,215,163,88,108,33,3.7,1001,352,3483,517,40,50,129,66,0,17,173,145,37,60,145,134,28,47,36,34,30,39,26,31,72,60,9,17,70,48,5856,656,2016,626,16.9228142076503,3.09084699453552,3.67144808743169,1.50273224043716,17.0935792349727,59.4774590163934,0.683060109289617,2.20286885245902,0,10.6898907103825,159.904153354633,556.389776357827,20.6070287539936
"11001002801","Census Tract 28.01, District of Columbia, District of Columbia",760,295,218,102,143,92,31,27,31.7,2.6,1605,340,1212,330,0,12,178,119,0,12,99,72,0,12,72,50,14,17,17,17,56,55,40,26,21,24,20,14,49,65,3882,405,2016,388,19.5775373518805,5.6156620298815,3.68366821226172,0.798557444616177,41.3446676970634,31.2210200927357,0,4.58526532715095,0,9.99484801648635,413.659793814433,312.371134020619,45.8762886597938
"11001005500","Census Tract 55, District of Columbia, District of Columbia",1213,426,112,94,49,56,5,11,33.9,2.5,414,213,5325,646,43,67,620,219,0,17,214,182,76,72,65,66,42,52,119,99,77,73,72,71,78,81,41,51,65,75,6780,706,2016,849,17.8908554572271,1.65191740412979,0.722713864306785,0.0737463126843658,6.10619469026549,78.5398230088496,0.634218289085546,9.14454277286136,0,12.5221238938053,48.7632508833922,627.208480565371,73.0270906949352
