"GEOID","NAME","poverty_rateE","poverty_rateM","unemployment_rateE","unemployment_rateM","no_health_insuranceE","no_health_insuranceM","education_less_than_hsE","education_less_than_hsM","median_ageE","median_ageM","black_populationE","black_populationM","white_populationE","white_populationM","american_indian_alaska_native_aloneE","american_indian_alaska_native_aloneM","asian_aloneE","asian_aloneM","native_hawaiian_other_pacific_islander_aloneE","native_hawaiian_other_pacific_islander_aloneM","male_65_69E","male_65_69M","male_70_74E","male_70_74M","male_75_79E","male_75_79M","male_80_84E","male_80_84M","male_85plusE","male_85plusM","female_65_69E","female_65_69M","female_70_74E","female_70_74M","female_75_79E","female_75_79M","female_80_84E","female_80_84M","female_85plusE","female_85plusM","summary_est","summary_moe","year","total_65plus","poverty_rate_pct","unemployment_rate_pct","no_health_insurance_pct","education_less_than_hs_pct","black_population_pct","white_population_pct","american_indian_pct","asian_pct","pacific_islander_pct","pct_65plus","black_65plus_pct","white_65plus_pct","asian_65plus_pct"
"11001006900","Census Tract 69, District of Columbia, District of Columbia",121,68,18,21,36,41,0,12,37,2.5,440,103,1868,194,0,12,16,18,0,12,26,22,18,26,31,29,45,31,26,22,81,55,0,12,76,34,6,10,44,31,2582,250,2018,353,4.6862896979086,0.69713400464756,1.39426800929512,0,17.0410534469404,72.3470178156468,0,0.619674670797831,0,13.6715724244771,124.645892351275,529.178470254957,4.53257790368272
"11001008701","Census Tract 87.01, District of Columbia, District of Columbia",144,94,16,15,75,84,46,59,33.4,5,1231,336,1066,157,0,12,66,39,0,12,66,41,5,11,25,29,0,12,0,12,57,45,19,21,42,53,7,11,43,40,2424,363,2018,264,5.94059405940594,0.66006600660066,3.09405940594059,1.8976897689769,50.7838283828383,43.976897689769,0,2.72277227722772,0,10.8910891089109,466.287878787879,403.787878787879,25
"11001007803","Census Tract 78.03, District of Columbia, District of Columbia",1142,401,353,143,124,124,45,38,33.8,7.8,3727,440,126,118,27,38,9,15,0,12,174,77,24,20,100,50,8,11,57,39,108,52,26,22,132,71,16,12,97,60,4232,512,2018,742,26.9848771266541,8.34120982986768,2.93005671077505,1.06332703213611,88.0671077504726,2.9773156899811,0.637996219281664,0.212665406427221,0,17.5330812854442,502.291105121294,16.9811320754717,1.21293800539084
"11001009505","Census Tract 95.05, District of Columbia, District of Columbia",287,123,189,131,117,77,89,41,43.1,4.8,2637,277,387,83,40,49,36,33,0,12,169,95,0,12,47,49,25,26,18,22,223,130,29,26,32,32,44,34,56,37,3473,335,2018,643,8.26374892024187,5.44198099625684,3.36884537863519,2.56262597178232,75.928591995393,11.1431039447164,1.15174200978981,1.03656780881083,0,18.5142528073711,410.108864696734,60.1866251944012,5.59875583203732
"11001000701","Census Tract 7.01, District of Columbia, District of Columbia",776,339,80,67,82,68,17,28,47.6,7.2,553,267,4504,539,54,72,425,267,0,17,108,79,93,83,144,87,48,44,98,86,143,79,115,69,87,75,46,43,289,123,5873,433,2018,1171,13.2130086838073,1.36216584369147,1.39621998978376,0.289460241784437,9.41597139451728,76.6899369998297,0.919461944491742,7.23650604461093,0,19.9387025370339,47.2245943637916,384.628522630231,36.2937660119556
"11001003900","Census Tract 39, District of Columbia, District of Columbia",202,82,110,80,124,90,34,38,36.5,1.4,538,145,3622,281,0,12,302,147,0,12,52,41,94,51,27,32,42,39,73,59,84,59,36,41,63,44,73,72,44,40,4585,352,2018,588,4.40567066521265,2.39912758996728,2.70447110141767,0.74154852780807,11.7339149400218,78.9967284623773,0,6.58669574700109,0,12.824427480916,91.4965986394558,615.986394557823,51.3605442176871
"11001007809","Census Tract 78.09, District of Columbia, District of Columbia",934,490,252,139,44,46,27,34,34,5,2921,416,0,12,0,12,8,13,0,12,44,40,41,42,51,48,0,12,28,22,122,95,54,57,37,28,66,53,26,27,3034,418,2018,469,30.7844429795649,8.30586684245221,1.4502307185234,0.889914304548451,96.2755438365194,0,0,0.2636783124588,0,15.4581410678972,622.814498933902,0,1.70575692963753
"11001004701","Census Tract 47.01, District of Columbia, District of Columbia",1244,538,267,224,1,2,23,30,30.6,1.5,2760,498,1172,295,0,12,502,140,0,12,31,43,21,62,0,12,15,23,32,52,114,98,14,23,73,76,0,12,106,93,4630,484,2018,406,26.8682505399568,5.76673866090713,0.0215982721382289,0.496760259179266,59.6112311015119,25.3131749460043,0,10.8423326133909,0,8.76889848812095,679.802955665025,288.669950738916,123.645320197044
"11001004702","Census Tract 47.02, District of Columbia, District of Columbia",363,120,88,53,66,43,23,26,33.1,1.3,985,240,1832,144,19,33,230,54,0,12,94,54,8,12,24,20,10,12,38,55,117,63,20,22,26,36,24,29,31,30,3320,268,2018,392,10.933734939759,2.65060240963855,1.98795180722892,0.692771084337349,29.6686746987952,55.1807228915663,0.572289156626506,6.92771084337349,0,11.8072289156626,251.275510204082,467.34693877551,58.6734693877551
"11001005001","Census Tract 50.01, District of Columbia, District of Columbia",221,98,56,45,0,12,0,12,35.5,3.5,241,105,1523,218,0,12,147,75,0,12,83,65,3,6,0,12,6,8,13,31,19,16,11,17,11,13,5,10,16,18,2071,232,2018,167,10.6711733462096,2.70400772573636,0,0,11.6368903911154,73.5393529695799,0,7.09802028005794,0,8.06373732496379,144.311377245509,911.976047904192,88.0239520958084
"11001005002","Census Tract 50.02, District of Columbia, District of Columbia",635,191,140,88,53,70,136,82,34.1,2.6,1380,335,2914,411,30,37,480,161,17,25,218,132,34,42,61,69,48,39,22,26,133,85,101,81,72,85,53,53,84,65,5860,612,2018,826,10.8361774744027,2.38907849829352,0.904436860068259,2.32081911262799,23.5494880546075,49.7269624573379,0.511945392491468,8.19112627986348,0.290102389078498,14.0955631399317,167.070217917676,352.784503631961,58.1113801452784
"11001010500","Census Tract 105, District of Columbia, District of Columbia",903,458,226,122,140,122,39,50,35.7,1.1,1782,288,1505,270,0,12,189,180,37,32,111,85,0,12,60,55,16,25,51,46,67,66,38,47,33,37,16,26,20,33,3730,335,2018,412,24.2091152815013,6.05898123324397,3.75335120643432,1.0455764075067,47.7747989276139,40.3485254691689,0,5.06702412868633,0.991957104557641,11.0455764075067,432.52427184466,365.291262135922,45.873786407767
"11001009810","Census Tract 98.10, District of Columbia, District of Columbia",1062,352,292,189,49,73,21,23,27.8,1.7,2760,395,3,6,0,12,0,12,0,12,106,52,29,32,46,40,17,21,10,16,111,47,64,44,40,46,13,18,37,42,2898,381,2018,473,36.6459627329193,10.0759144237405,1.69082125603865,0.72463768115942,95.2380952380952,0.10351966873706,0,0,0,16.3216011042098,583.509513742072,0.634249471458774,0
"11001009811","Census Tract 98.11, District of Columbia, District of Columbia",1856,574,521,177,140,89,27,31,27.9,3.6,4840,640,38,60,0,12,0,12,0,12,125,68,24,37,39,41,20,33,58,50,120,55,121,95,117,89,109,89,8,12,4992,613,2018,741,37.1794871794872,10.4366987179487,2.80448717948718,0.540865384615385,96.9551282051282,0.761217948717949,0,0,0,14.84375,653.171390013495,5.12820512820513,0
"11001010100","Census Tract 101, District of Columbia, District of Columbia",442,191,104,62,22,22,0,12,35.3,1.3,345,177,1875,322,0,12,515,212,0,12,49,48,20,21,41,49,5,11,57,55,50,73,37,43,8,13,23,35,16,25,2861,292,2018,306,15.4491436560643,3.63509262495631,0.768961901433065,0,12.0587207270185,65.5365256903181,0,18.000699056274,0,10.6955609926599,112.745098039216,612.745098039216,168.300653594771
"11001010800","Census Tract 108, District of Columbia, District of Columbia",524,145,200,83,99,70,0,17,19.9,0.3,689,152,4546,533,0,17,805,179,8,18,0,17,0,17,56,43,0,17,0,17,32,33,0,17,30,35,0,17,0,17,6356,625,2018,118,8.24417872876023,3.14663310258024,1.55758338577722,0,10.8401510383889,71.5229704216488,0,12.6651982378855,0.12586532410321,1.85651353052234,583.898305084746,3852.54237288136,682.203389830509
"11001004901","Census Tract 49.01, District of Columbia, District of Columbia",407,185,105,57,77,85,7,13,32.4,1,1048,255,1693,254,0,12,121,136,0,12,22,37,10,16,54,43,23,18,16,21,42,27,19,22,27,26,11,15,45,29,3115,346,2018,269,13.0658105939005,3.37078651685393,2.47191011235955,0.224719101123596,33.6436597110754,54.3499197431782,0,3.88443017656501,0,8.63563402889246,389.591078066915,629.368029739777,44.9814126394052
"11001006500","Census Tract 65, District of Columbia, District of Columbia",329,139,96,101,34,39,0,12,32.4,1.6,306,124,2332,303,0,12,5,9,0,12,67,33,39,53,31,25,18,19,28,23,122,53,41,28,54,38,21,30,8,13,2760,331,2018,429,11.9202898550725,3.47826086956522,1.23188405797101,0,11.0869565217391,84.4927536231884,0,0.181159420289855,0,15.5434782608696,71.3286713286713,543.589743589744,1.16550116550117
"11001007100","Census Tract 71, District of Columbia, District of Columbia",1245,609,282,188,14,19,35,32,31,2.9,1982,450,1065,250,0,12,139,76,0,12,89,63,18,17,7,11,6,9,9,15,153,68,0,12,23,21,29,34,23,21,3279,382,2018,357,37.9688929551693,8.60018298261665,0.426959438853309,1.06739859713327,60.4452577005185,32.4794144556267,0,4.23909728575785,0,10.8874656907594,555.182072829132,298.319327731092,38.9355742296919
"11001007708","Census Tract 77.08, District of Columbia, District of Columbia",1200,482,206,137,0,12,50,55,34.3,5.4,3055,377,0,12,0,12,0,12,0,12,99,99,10,16,22,24,80,63,12,16,196,123,82,65,121,79,75,60,0,12,3055,377,2018,697,39.2798690671031,6.7430441898527,0,1.6366612111293,100,0,0,0,0,22.8150572831424,438.307030129125,0,0
"11001007807","Census Tract 78.07, District of Columbia, District of Columbia",432,166,295,101,43,33,37,28,39.3,3.5,2155,268,15,20,0,12,7,10,0,12,62,37,6,9,15,11,17,15,9,10,110,52,34,24,32,20,45,42,75,51,2297,268,2018,405,18.8071397474967,12.8428384849804,1.87200696560731,1.61079669133653,93.8180235089247,0.65302568567697,0,0.304745319982586,0,17.6316935132782,532.098765432099,3.7037037037037,1.7283950617284
"11001008402","Census Tract 84.02, District of Columbia, District of Columbia",231,96,56,46,34,54,30,26,35.4,3.1,584,101,1513,238,0,12,25,22,0,12,64,48,0,12,0,12,0,12,10,13,22,20,27,32,90,68,2,4,70,38,2240,236,2018,285,10.3125,2.5,1.51785714285714,1.33928571428571,26.0714285714286,67.5446428571429,0,1.11607142857143,0,12.7232142857143,204.912280701754,530.877192982456,8.7719298245614
"11001008802","Census Tract 88.02, District of Columbia, District of Columbia",755,291,251,119,99,69,106,72,35.3,3.9,3067,426,1224,297,13,21,77,66,0,12,61,40,25,24,100,74,29,23,26,28,169,72,58,53,180,95,69,54,51,37,4463,472,2018,768,16.916872059153,5.62401971767869,2.2182388527896,2.37508402419897,68.7205915303607,27.4254985435806,0.291283889760251,1.72529688550302,0,17.2081559489133,399.348958333333,159.375,10.0260416666667
"11001009603","Census Tract 96.03, District of Columbia, District of Columbia",643,251,305,142,81,89,0,12,41,6.2,3953,573,10,23,0,12,16,28,0,12,165,94,29,25,17,27,20,31,66,68,312,98,16,24,104,60,21,23,54,39,4040,554,2018,804,15.9158415841584,7.54950495049505,2.0049504950495,0,97.8465346534653,0.247524752475248,0,0.396039603960396,0,19.9009900990099,491.666666666667,1.24378109452736,1.99004975124378
"11001009801","Census Tract 98.01, District of Columbia, District of Columbia",882,337,228,73,57,47,43,39,26.6,3.3,2140,302,49,42,14,17,0,12,0,12,38,31,6,10,26,23,19,19,8,13,53,41,8,12,10,14,8,8,41,24,2275,305,2018,217,38.7692307692308,10.021978021978,2.50549450549451,1.89010989010989,94.0659340659341,2.15384615384615,0.615384615384615,0,0,9.53846153846154,986.175115207373,22.5806451612903,0
"11001009802","Census Tract 98.02, District of Columbia, District of Columbia",1114,260,268,94,37,40,9,10,28.4,5.3,1947,237,57,71,0,12,0,12,0,12,32,28,4,6,16,18,16,19,14,14,64,33,5,8,0,12,57,38,10,11,2010,242,2018,218,55.4228855721393,13.3333333333333,1.8407960199005,0.447761194029851,96.865671641791,2.83582089552239,0,0,0,10.8457711442786,893.119266055046,26.1467889908257,0
"11001009804","Census Tract 98.04, District of Columbia, District of Columbia",901,316,344,107,70,52,60,64,33.3,3.4,2661,290,34,41,0,12,7,11,0,12,144,80,9,10,20,15,26,24,17,14,154,66,53,33,75,39,10,14,52,30,2993,329,2018,560,30.1035750083528,11.4934847978617,2.33879051119278,2.00467758102239,88.9074507183428,1.13598396257935,0,0.233879051119278,0,18.7103240895423,475.178571428571,6.07142857142857,1.25
"11001001401","Census Tract 14.01, District of Columbia, District of Columbia",171,92,87,64,25,29,22,33,38.3,3.5,282,112,2711,262,19,21,402,253,0,12,49,29,43,26,75,52,13,19,59,37,62,37,32,28,69,40,13,18,89,39,3548,249,2018,504,4.8196166854566,2.45208568207441,0.704622322435175,0.620067643742954,7.94813979706877,76.4092446448703,0.535512965050733,11.3303269447576,0,14.2051860202931,55.952380952381,537.896825396825,79.7619047619048
"11001007409","Census Tract 74.09, District of Columbia, District of Columbia",1339,528,484,186,97,89,0,12,26.9,2.6,3922,503,36,41,0,12,104,101,0,12,109,64,28,42,43,39,7,12,10,17,49,52,24,23,129,90,48,45,49,33,4392,550,2018,496,30.4872495446266,11.0200364298725,2.20856102003643,0,89.2987249544627,0.819672131147541,0,2.36794171220401,0,11.2932604735883,790.725806451613,7.25806451612903,20.9677419354839
"11001010200","Census Tract 102, District of Columbia, District of Columbia",153,111,26,26,0,12,26,42,34.5,3.9,817,273,1640,242,72,49,165,100,0,12,32,28,14,18,29,27,37,28,82,50,70,53,25,20,28,25,64,44,46,40,2849,282,2018,427,5.37030537030537,0.912600912600913,0,0.912600912600913,28.6767286767287,57.5640575640576,2.52720252720253,5.79150579150579,0,14.987714987715,191.334894613583,384.074941451991,38.6416861826698
"11001010300","Census Tract 103, District of Columbia, District of Columbia",382,151,194,122,0,12,56,49,36.6,7.6,1977,419,812,228,0,12,95,54,0,12,211,122,27,24,68,44,43,38,85,56,89,61,54,55,93,74,51,40,31,23,4008,617,2018,752,9.5309381237525,4.84031936127745,0,1.39720558882236,49.3263473053892,20.2594810379242,0,2.37025948103792,0,18.7624750499002,262.898936170213,107.978723404255,12.6329787234043
"11001010400","Census Tract 104, District of Columbia, District of Columbia",1185,531,472,232,90,76,32,51,36.8,3.4,4449,722,316,206,0,12,0,12,0,12,289,146,62,65,79,45,83,74,29,39,152,111,30,33,69,54,50,53,49,63,4829,655,2018,892,24.5392420791054,9.77428038931456,1.86373990474218,0.662663077241665,92.1308759577552,6.54379788776144,0,0,0,18.4717332781114,498.766816143498,35.4260089686099,0
"11001002600","Census Tract 26, District of Columbia, District of Columbia",159,82,101,56,34,26,1,2,42.7,5.4,963,196,1320,140,8,13,154,82,15,23,134,53,36,23,71,35,38,22,17,15,88,39,47,36,30,20,71,35,34,20,2585,230,2018,566,6.15087040618956,3.90715667311412,1.31528046421663,0.0386847195357834,37.2533849129594,51.063829787234,0.309477756286267,5.95744680851064,0.58027079303675,21.8955512572534,170.141342756184,233.21554770318,27.208480565371
"11001004002","Census Tract 40.02, District of Columbia, District of Columbia",110,49,74,40,0,12,0,12,35.2,2.1,120,77,2707,266,0,12,179,72,0,12,75,31,33,26,29,24,0,12,38,30,51,31,7,12,22,21,17,19,37,26,3048,252,2018,309,3.60892388451444,2.42782152230971,0,0,3.93700787401575,88.8123359580052,0,5.87270341207349,0,10.1377952755906,38.8349514563107,876.051779935275,57.9288025889968
"11001005600","Census Tract 56, District of Columbia, District of Columbia",1168,268,155,119,173,127,54,63,28.6,1.9,411,182,4655,557,18,31,815,223,0,17,127,103,62,57,65,80,108,76,87,52,108,104,85,58,40,36,29,39,84,55,6424,636,2018,795,18.1818181818182,2.41282689912827,2.69302615193026,0.840597758405978,6.39788293897883,72.4626400996264,0.280199252801993,12.686799501868,0,12.3754669987547,51.6981132075472,585.534591194969,102.51572327044
"11001004600","Census Tract 46, District of Columbia, District of Columbia",428,248,120,76,32,53,36,36,34.9,2.3,1376,278,1355,300,0,12,176,97,0,12,60,51,37,36,49,61,32,30,36,59,107,60,17,22,140,94,7,15,80,71,3031,296,2018,565,14.1207522269878,3.95908940943583,1.05575717584955,1.18772682283075,45.3975585615309,44.7047179148796,0,5.80666446717255,0,18.6407126360937,243.53982300885,239.823008849558,31.1504424778761
"11001005201","Census Tract 52.01, District of Columbia, District of Columbia",427,159,115,112,192,206,90,125,33.3,1.3,660,296,4581,459,87,98,328,167,0,17,100,85,95,73,34,42,0,17,0,17,65,63,92,71,0,17,29,51,0,17,6285,546,2018,415,6.793953858393,1.82975338106603,3.05489260143198,1.43198090692124,10.5011933174224,72.8878281622912,1.38424821002387,5.21877486077963,0,6.6030230708035,159.036144578313,1103.85542168675,79.0361445783133
"11001005900","Census Tract 59, District of Columbia, District of Columbia",585,147,133,79,76,68,12,27,27.7,1.8,563,132,1437,205,0,12,327,137,0,12,91,53,17,27,90,61,13,16,11,26,8,12,5,13,22,20,2,4,35,38,2499,246,2018,294,23.4093637454982,5.32212885154062,3.04121648659464,0.480192076830732,22.5290116046419,57.5030012004802,0,13.0852340936375,0,11.7647058823529,191.496598639456,488.775510204082,111.224489795918
"11001007703","Census Tract 77.03, District of Columbia, District of Columbia",2289,796,500,216,50,80,28,39,26.3,5.6,6306,814,0,17,18,32,25,40,0,17,214,138,112,87,26,37,0,17,22,44,177,78,199,132,77,60,96,92,101,100,6682,934,2018,1024,34.2562107153547,7.4827895839569,0.74827895839569,0.419036216701586,94.3729422328644,0,0.269380425022448,0.374139479197845,0,15.3247530679437,615.8203125,0,2.44140625
"11001007707","Census Tract 77.07, District of Columbia, District of Columbia",1343,534,224,93,47,49,7,12,32.2,3.3,4669,537,50,57,0,12,0,12,0,12,142,76,11,13,29,23,75,74,52,57,140,82,103,59,109,61,37,32,33,25,4787,533,2018,731,28.0551493628577,4.67933987883852,0.981825778149154,0.146229371213704,97.5349905995404,1.04449550866931,0,0,0,15.2705243367454,638.714090287278,6.83994528043776,0
"11001008100","Census Tract 81, District of Columbia, District of Columbia",29,41,17,17,11,17,0,12,36.3,2.3,389,140,2752,238,6,10,113,100,0,12,76,40,9,14,22,26,19,25,39,23,44,43,15,17,15,20,28,22,32,26,3450,223,2018,299,0.840579710144928,0.492753623188406,0.318840579710145,0,11.2753623188406,79.768115942029,0.173913043478261,3.27536231884058,0,8.66666666666667,130.100334448161,920.401337792642,37.7926421404682
"11001008200","Census Tract 82, District of Columbia, District of Columbia",203,189,100,95,14,16,0,12,31.6,2.3,254,124,2639,339,0,12,116,63,0,12,35,24,16,18,45,31,58,42,30,28,77,53,105,86,59,33,24,29,33,28,3185,338,2018,482,6.37362637362637,3.13971742543171,0.43956043956044,0,7.97488226059655,82.8571428571429,0,3.64207221350078,0,15.1334379905808,52.6970954356847,547.510373443983,24.0663900414938
"11001008410","Census Tract 84.10, District of Columbia, District of Columbia",123,51,40,28,14,16,5,8,33.3,1.5,538,161,827,123,5,8,57,35,0,12,19,15,11,11,24,19,7,9,19,22,14,14,13,15,5,9,0,12,20,19,1508,183,2018,132,8.15649867374005,2.6525198938992,0.928381962864721,0.331564986737401,35.6763925729443,54.840848806366,0.331564986737401,3.77984084880637,0,8.75331564986737,407.575757575758,626.515151515152,43.1818181818182
"11001008804","Census Tract 88.04, District of Columbia, District of Columbia",450,193,161,62,162,86,17,25,33.3,2.2,2122,396,420,206,18,28,186,179,0,12,65,49,24,27,21,34,4,8,33,32,47,33,0,12,47,41,9,16,17,19,2849,368,2018,267,15.7950157950158,5.65110565110565,5.68620568620569,0.596700596700597,74.4822744822745,14.7420147420147,0.631800631800632,6.52860652860653,0,9.37170937170937,794.756554307116,157.303370786517,69.6629213483146
"11001009201","Census Tract 92.01, District of Columbia, District of Columbia",643,230,104,47,99,75,7,13,28.7,2.8,1271,262,1442,304,5,8,92,44,0,12,96,51,21,23,35,25,6,8,21,49,77,34,49,43,34,26,7,10,22,19,3073,426,2018,368,20.9241783273674,3.38431500162707,3.22160754962577,0.227790432801822,41.3602342987309,46.9248291571754,0.162707452001302,2.99381711682395,0,11.9752684672958,345.380434782609,391.847826086957,25
"11001009302","Census Tract 93.02, District of Columbia, District of Columbia",241,109,92,52,26,36,5,16,40,2.8,839,123,508,180,0,12,0,12,10,15,44,30,11,10,13,15,1,2,6,8,49,27,0,12,48,32,4,7,58,64,1427,197,2018,234,16.8885774351787,6.44709180098108,1.82200420462509,0.350385423966363,58.7946741415557,35.5991590749825,0,0,0.700770847932726,16.3980378416258,358.547008547009,217.094017094017,0
"11001009507","Census Tract 95.07, District of Columbia, District of Columbia",400,214,207,83,120,98,0,12,33.8,3,1611,292,273,314,0,12,0,12,0,12,44,21,8,11,20,16,14,23,0,12,104,52,35,29,48,29,10,11,26,19,2005,306,2018,309,19.9501246882793,10.3241895261845,5.98503740648379,0,80.3491271820449,13.6159600997506,0,0,0,15.4114713216958,521.359223300971,88.3495145631068,0
"11001009901","Census Tract 99.01, District of Columbia, District of Columbia",257,160,94,77,71,87,39,46,45.1,3.5,2273,465,129,67,0,12,207,204,0,12,102,51,14,22,40,44,15,16,40,32,68,45,105,65,57,45,19,22,48,34,2711,393,2018,508,9.47989671707857,3.46735521947621,2.61895979343416,1.43858354850609,83.843600147547,4.75839173736628,0,7.63555883437846,0,18.7384728882331,447.44094488189,25.3937007874016,40.748031496063
"11001009903","Census Tract 99.03, District of Columbia, District of Columbia",318,164,137,75,10,15,33,33,38.7,4.3,1902,266,104,73,0,12,0,12,0,12,37,31,29,28,33,21,8,11,0,12,64,39,43,40,9,12,62,35,7,11,2056,269,2018,292,15.4669260700389,6.66342412451362,0.486381322957198,1.60505836575875,92.5097276264592,5.05836575875486,0,0,0,14.2023346303502,651.369863013699,35.6164383561644,0
"11001009905","Census Tract 99.05, District of Columbia, District of Columbia",780,289,300,111,22,25,13,21,37.2,7.9,2835,416,15,17,0,12,0,12,0,12,140,68,15,22,27,29,8,15,28,34,106,59,73,54,85,61,29,25,12,18,2926,421,2018,523,26.6575529733424,10.2529049897471,0.75187969924812,0.444292549555708,96.88995215311,0.512645249487355,0,0,0,17.8742310321258,542.065009560229,2.86806883365201,0
"11001000202","Census Tract 2.02, District of Columbia, District of Columbia",599,286,96,67,53,41,0,12,27.5,9.3,296,266,3623,486,41,95,287,171,14,22,78,53,54,34,63,56,59,42,83,43,104,65,56,42,70,47,61,51,101,65,4541,688,2018,729,13.1909271085664,2.11407179035455,1.16714380092491,0,6.51838802025985,79.7841885047346,0.902884827130588,6.32019378991412,0.308302136093372,16.0537326580048,40.6035665294925,496.982167352538,39.3689986282579
"11001000400","Census Tract 4, District of Columbia, District of Columbia",131,48,5,8,10,12,0,12,45.7,6.2,43,33,1238,122,0,12,89,63,0,12,56,25,6,11,17,17,13,15,9,13,68,33,7,10,49,35,0,12,24,17,1428,133,2018,249,9.17366946778711,0.350140056022409,0.700280112044818,0,3.01120448179272,86.6946778711485,0,6.23249299719888,0,17.436974789916,17.2690763052209,497.18875502008,35.7429718875502
"11001000901","Census Tract 9.01, District of Columbia, District of Columbia",225,110,231,113,35,37,0,17,20.2,0.4,553,210,5981,431,20,35,527,175,0,17,128,54,65,36,82,44,24,25,59,33,101,52,62,37,88,42,69,49,171,66,7448,417,2018,849,3.02094522019334,3.1015037593985,0.469924812030075,0,7.42481203007519,80.3034371643394,0.268528464017186,7.07572502685285,0,11.3990332975295,65.1354534746761,704.475853945819,62.0730270906949
"11001000902","Census Tract 9.02, District of Columbia, District of Columbia",55,29,36,21,5,7,0,12,43,1.5,104,68,2235,228,0,12,57,39,0,12,36,22,27,27,25,17,54,27,49,22,97,32,9,11,64,37,25,17,62,33,2564,199,2018,448,2.14508580343214,1.40405616224649,0.195007800312012,0,4.05616224648986,87.1684867394696,0,2.22308892355694,0,17.4726989079563,23.2142857142857,498.883928571429,12.7232142857143
"11001001002","Census Tract 10.02, District of Columbia, District of Columbia",727,228,187,172,34,37,0,12,29.6,1.8,194,112,2707,422,0,12,256,106,0,12,114,94,30,46,0,12,15,24,0,12,72,56,0,12,60,54,18,28,32,34,3519,461,2018,341,20.6592782040352,5.31400966183575,0.966183574879227,0,5.512929809605,76.9252628587667,0,7.27479397556124,0,9.6902529127593,56.891495601173,793.841642228739,75.0733137829912
"11001001200","Census Tract 12, District of Columbia, District of Columbia",223,99,88,99,38,42,2,5,38.4,2.3,338,212,4244,355,0,17,345,282,0,17,157,84,37,41,69,69,48,66,55,41,225,143,83,54,37,41,15,27,36,31,5247,487,2018,762,4.25004764627406,1.67714884696017,0.7242233657328,0.0381170192490947,6.44177625309701,80.884314846579,0,6.57518582046884,0,14.5225843339051,44.3569553805774,556.955380577428,45.2755905511811
"11001002001","Census Tract 20.01, District of Columbia, District of Columbia",453,144,89,45,86,78,154,111,40,6.3,1542,312,756,209,66,97,90,86,0,12,150,69,42,36,66,51,15,15,33,22,139,60,61,40,84,58,23,22,56,30,3502,404,2018,669,12.9354654483152,2.54140491147915,2.45573957738435,4.39748715019989,44.0319817247287,21.5876641918903,1.88463735008567,2.56996002284409,0,19.1033695031411,230.493273542601,113.004484304933,13.4529147982063
"11001002201","Census Tract 22.01, District of Columbia, District of Columbia",243,147,224,129,8,13,87,103,41.1,4.3,1723,378,818,261,36,37,83,70,0,12,152,82,50,38,65,56,20,20,32,28,159,99,20,22,119,75,12,19,34,33,3169,423,2018,663,7.66803408015147,7.06847585989271,0.25244556642474,2.74534553486904,54.3704638687283,25.8125591669296,1.13600504891133,2.61912275165667,0,20.9214263174503,259.879336349925,123.378582202112,12.5188536953243
"11001002502","Census Tract 25.02, District of Columbia, District of Columbia",935,466,210,128,282,161,455,348,34.7,1.1,2466,457,2019,631,0,17,218,101,0,17,189,113,171,93,113,80,25,29,28,34,223,123,129,105,141,99,27,31,177,113,6451,529,2018,1223,14.4938769183072,3.25530925437917,4.37141528445202,7.05317005115486,38.2266315299953,31.2974732599597,0,3.37932103549837,0,18.9583010385987,201.635322976288,165.085854456255,17.8250204415372
"11001002900","Census Tract 29, District of Columbia, District of Columbia",465,225,124,90,142,133,139,109,31.2,1.2,1106,320,1955,309,0,12,157,96,0,12,74,54,44,33,36,31,0,12,46,46,93,64,23,26,29,22,9,14,21,20,4424,384,2018,375,10.5108499095841,2.80289330922242,3.20976491862568,3.14195298372514,25,44.1907775768535,0,3.54882459312839,0,8.47649186256781,294.933333333333,521.333333333333,41.8666666666667
"11001003100","Census Tract 31, District of Columbia, District of Columbia",301,147,139,71,73,55,60,58,33.6,1.5,1041,176,1337,244,34,45,231,149,0,12,83,70,0,12,38,35,6,10,60,55,93,55,48,33,30,31,23,23,23,31,3409,342,2018,404,8.82956878850103,4.07744206512174,2.14139043707832,1.76004693458492,30.5368143150484,39.2197125256673,0.997359929598123,6.77618069815195,0,11.8509826928718,257.673267326733,330.940594059406,57.1782178217822
"11001003200","Census Tract 32, District of Columbia, District of Columbia",837,386,427,182,255,152,104,75,32.3,3.2,2727,544,1670,362,0,17,277,158,0,17,108,54,9,15,29,34,14,22,87,73,153,75,8,12,23,25,47,48,40,33,5486,560,2018,518,15.2570178636529,7.78344877870944,4.64819540648925,1.8957345971564,49.7083485235144,30.4411228581845,0,5.04921618665694,0,9.44221655122129,526.447876447876,322.393822393822,53.4749034749035
"11001003302","Census Tract 33.02, District of Columbia, District of Columbia",243,114,66,30,47,39,13,16,32.8,1.6,860,200,1221,159,4,7,122,44,0,12,32,47,15,14,15,15,12,13,15,16,37,21,16,12,6,9,28,19,7,10,2308,227,2018,183,10.528596187175,2.85961871750433,2.03639514731369,0.563258232235702,37.261698440208,52.9029462738302,0.173310225303293,5.28596187175043,0,7.92894280762565,469.945355191257,667.213114754098,66.6666666666667
